hhhuya(ljk播放器),#genre#
年代ᴴᴰ,http://61.221.81.93:8088/hls/72/814/ch45.m3u8
星卫电影ᴴᴰ,http://61.221.81.93:8088/hls/62/804/ch07.m3u8
纬来电影ᴴᴰ,http://61.221.81.93:8088/hls/69/811/ch35.m3u8
好菜坞电影ᴴᴰ,http://61.221.81.93:8088/hls/74/816/ch55.m3u8
卫视中文ᴴᴰ,http://61.221.81.93:8088/hls/62/804/ch05.m3u8
八大综合ᴴᴰ,http://61.221.81.93:8088/hls/66/808/ch21.m3u8
八大第1ᴴᴰ,http://61.221.81.93:8088/hls/66/808/ch22.m3u8
八大戏劇ᴴᴰ,http://61.221.81.93:8088/hls/66/808/ch23.m3u8
中天娱乐ᴴᴰ,http://61.221.81.93:8088/hls/67/809/ch26.m3u8
中天综合ᴴᴰ,http://61.221.81.93:8088/hls/67/809/ch25.m3u8
纬来戏劇ᴴᴰ,http://61.221.81.93:8088/hls/69/811/ch33.m3u8
纬来育乐ᴴᴰ,http://61.221.81.93:8088/hls/68/810/ch30.m3u8
纬来综合ᴴᴰ,http://61.221.81.93:8088/hls/68/810/ch32.m3u8
纬来日本ᴴᴰ,http://61.221.81.93:8088/hls/69/811/ch34.m3u8
华视新闻资讯ᴴᴰ,http://61.221.81.93:8088/hls/75/817/ch58.m3u8
壹新闻ᴴᴰ,http://61.221.81.93:8088/hls/66/808/ch24.m3u8
三立新闻ᴴᴰ,http://61.221.81.93:8088/hls/65/807/ch18.m3u8
东森新闻ᴴᴰ,http://61.221.81.93:8088/hls/63/805/ch10.m3u8
民视新闻ᴴᴰ,http://61.221.81.93:8088/hls/73/815/ch51.m3u8
华视新闻ᴴᴰ,http://61.221.81.93:8088/hls/61/803/ch03.m3u8
东森财经新闻,http://61.221.81.93:8088/hls/63/805/ch11.m3u8
年代新闻,http://61.221.81.93:8088/hls/67/809/ch27.m3u8
非凡新闻HD,http://61.221.81.93:8088/hls/75/817/ch57.m3u8
非凡商业ᴴᴰ,http://61.221.81.93:8088/hls/74/816/ch56.m3u8
寰宇新闻ᴴᴰ,http://61.221.81.93:8088/hls/76/818/ch62.m3u8
三立都会ᴴᴰ,http://61.221.81.93:8088/hls/65/807/ch19.m3u8
霹靂台湾台,http://61.221.81.93:8088/hls/75/817/ch59.m3u8
國興衛視,http://61.221.81.93:8088/hls/64/806/ch15.m3u8
东森综合ᴴᴰ,http://61.221.81.93:8088/hls/63/805/ch12.m3u8
东森超视ᴴᴰ,http://61.221.81.93:8088/hls/64/806/ch14.m3u8
东森戏劇ᴴᴰ,http://61.221.81.93:8088/hls/64/806/ch13.m3u8
JET综合ᴴᴰ,http://61.221.81.93:8088/hls/74/816/ch54.m3u8
好消息,http://61.221.81.93:8088/hls/74/816/ch53.m3u8
大爱,http://61.221.81.93:8088/hls/73/815/ch52.m3u8
大爱DAi2,http://61.221.81.93:8088/hls/75/817/ch60.m3u8
人间卫视,http://61.221.81.93:8088/hls/69/811/ch36.m3u8
正德,http://61.221.81.93:8088/hls/64/806/ch16.m3u8
東方37,http://61.221.81.93:8088/hls/68/810/ch31.m3u8
亚洲旅遊,http://61.221.81.93:8088/hls/76/818/ch61.m3u8
动物星球,http://61.221.81.93:8088/hls/70/812/ch37.m3u8
TLC,http://61.221.81.93:8088/hls/70/812/ch38.m3u8
东森少儿,http://61.221.81.93:8088/hls/63/805/ch09.m3u8
索尼少儿,http://61.221.81.93:8088/hls/70/812/ch39.m3u8
亲子台,http://61.221.81.93:8088/hls/70/812/ch40.m3u8
CINEMAX,http://61.221.81.93:8088/hls/71/813/ch42.m3u8
HBO,http://61.221.81.93:8088/hls/71/813/ch41.m3u8
AXN,http://61.221.81.93:8088/hls/71/813/ch43.m3u8
国家地理,http://61.221.81.93:8088/hls/61/803/ch01.m3u8
探索发现,http://61.221.81.93:8088/hls/71/813/ch44.m3u8
博斯运动Ⅱ,http://61.221.81.93:8088/hls/61/803/ch04.m3u8
纬来体育,http://61.221.81.93:8088/hls/67/809/ch28.m3u8
Stna五星,http://61.221.81.93:8088/hls/61/803/ch02.m3u8
N五星VlES,http://61.221.81.93:8088/hls/62/804/ch08.m3u8
NHK,http://61.221.81.93:8088/hls/62/804/ch06.m3u8
动物星球,https://vips-livecdn.fptplay.net/hda2/animalplanet_vhls.smil/chunklist_b5000000.m3u8?zgangd
國家地理,https://livecdn.fptplay.net/hda2/natgeohd_vhls.smil/chunklist_b5000000.m3u8?zgangd
HBO,http://vips-livecdn.fptplay.net/hda1/hbo_vhls.smil/chunklist_b5000000.m3u8?bycoca?zgangd
台湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8?zgangd
龙华戏剧,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d?zgangd
龙华日韩,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d?zgangd
龙华偶像,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d?zgangd
天映经典,http://120.84.96.32:808/hls/85/index.m3u8?zgangd
东森电影,http://120.84.96.32:808/hls/32/index.m3u8?zgangd
东森洋片,http://120.84.96.32:808/hls/33/index.m3u8?zgangd
龙祥时代,http://120.84.96.32:808/hls/35/index.m3u8?zgangd
龙华戏剧,http://61.221.81.93:8593/hls/cstv10.m3u8
龙华偶像,http://61.221.81.93:8591/hls/cstv12.m3u8
龙华日韩,http://61.221.81.93:8592/hls/cstv11.m3u8
龙华卡通,http://61.221.81.93:8594/hls/cstv13.m3u8
纬来体育,http://59.125.101.187:8763/http/192.168.77.24:8081/hls/67/809/ch.64.m3u8
好莱坞电影,http://59.125.101.187:8754/http/192.168.77.24:8081/hls/74/816/ch55.m3u8?
HBO,http://59.125.101.187:8757/http/192.168.77.24:8081/hls/71/813/ch41.m3u8?
龙华电影,http://61.221.81.93:8597/hls/cstv14.m3u8
卫视五星电影,http://59.125.101.187:8745/http/192.168.77.24:8081/hls/62/804/ch08.m3u8
大爱+1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8?zgangd
大爱+2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8?zgangd
卫视中文,http://easy_001.ztpfuoodzsthwn.xyz:8888/mylive/103/333660/index.m3u8?zgangd
东森戏剧,http://easy_001.ztpfuoodzsthwn.xyz:8888/mylive/103/333540/index.m3u8?zgangd
索尼+少儿动画,https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8?zgangd
唯心+電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8?zgangd
有線18台,rtmp://59.124.75.138/sat/hk041?zgangd
民視ᴴᴰ,rtmp://59.124.75.138/sat/tv051?zgangd
台視ᴴᴰ,rtmp://59.124.75.138/sat/tv071?zgangd
中視ᴴᴰ,rtmp://59.124.75.138/sat/tv091?zgangd
華視ᴴᴰ,rtmp://59.124.75.138/sat/tv111?zgangd
TVBS新聞台ᴴᴰ,rtmp://59.124.75.138/sat/tv551?zgangd
東森財經新聞ᴴᴰ,rtmp://59.124.75.138/sat/tv571?zgangd
偉來體育ᴴᴰ,rtmp://59.124.75.138/sat/tv721?zgangd
ELEVEN2休育,rtmp://59.124.75.138/sat/tv741?zgangd
緯來育力ᴴᴰ,rtmp://59.124.75.138/sat/tv701?zgangd
ELEVEN1體育,rtmp://59.124.75.138/sat/tv731?zgangd
MoMo綜合台,rtmp://59.124.75.138/sat/tv761?zgangd
緯來日本ᴴᴰ,rtmp://59.124.75.138/sat/tv771?zgangd
東森超視ᴴᴰ,rtmp://59.124.75.138/sat/tv331?zgangd
ELTV体育1台（202台）,rtmp://59.124.75.138/sat/md011?zgangd
ELTV体育V2台(201台),rtmp://59.124.75.138/sat/md031?zgangd
博斯魅力,rtmp://59.124.75.138/sat/md041?zgangd
博士網球,rtmp://59.124.75.138/sat/md021?zgangd
TVBS歡樂台ᴴᴰ,rtmp://59.124.75.138/sat/tv421?zgangd
華藏+衛視,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8?zgangd

🗼港澳台,#genre#
凤凰中文,http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
翡翠台,http://radius.8866.org:880/hls/80/index.m3u8
无线新闻,http://radius.8866.org:880/hls/82/index.m3u8
无线财经,http://radius.8866.org:880/hls/83/index.m3u8
明珠台,http://radius.8866.org:880/hls/84/index.m3u8
ViuTV6,http://radius.8866.org:880/hls/85/index.m3u8
ViuTV,http://radius.8866.org:880/hls/86/index.m3u8
RHK31,http://radius.8866.org:880/hls/89/index.m3u8
RHK32,http://radius.8866.org:880/hls/90/index.m3u8
明珠台,http://kkmix1.f3322.net:825/hls/ch1/s.m3u8
无线财经,http://kkmix1.f3322.net:825/hls/ch2/s.m3u8
ViuTV,http://kkmix1.f3322.net:762/hls/ch1/s.m3u8
ViuTV6,http://kkmix1.f3322.net:762/hls/ch2/s.m3u8
无线新闻,http://ye23.win/iptv/tvb.php?id=1
无线财经,http://ye23.win/iptv/tvb.php?id=2
无线新闻,http://ye23.win/iptv/tvb.php?id=4
无线新闻,http://ye23.win/iptv/tvb.php?id=5
无线新闻,http://111.229.84.232/yulin/tvb.php?id=1
无线财经,http://111.229.84.232/yulin/tvb.php?id=2
翡翠台,https://bcovlive-a.akamaihd.net/f23dfe49b06b45d8878b55b4b6909595/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/95ea73e414b14b7ea6406050a5293f17/playlist_ssaiM.m3u8
Now直播,http://51.222.193.142:10011/8
Now新闻,http://51.222.193.142:10011/9
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳门macau,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳门macau,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳门macau,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playlist.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playlist.m3u8
澳门macau,http://61.244.22.4/ch3/ch3.live/playlist.m3u8
澳视澳门,http://live3.tdm.com.mo/ch1/ch1.live/playlist.m3u8
澳视澳门,http://live4.tdm.com.mo/ch1/_definst_/ch1.live/playlist.m3u8
澳视葡文,http://live4.tdm.com.mo/ch2/_definst_/ch2.live/playlist.m3u8
澳视葡文,http://live4.tdm.com.mo/ch2/_definst_/ch2.live/playlist.m3u8
澳门Macau,http://live4.tdm.com.mo/ch3/_definst_/ch3.live/playlist.m3u8
澳门Macau,http://live4.tdm.com.mo/ch3/definst/ch3.live/playlist.m3u8
澳门体育,http://live4.tdm.com.mo/ch4/_definst_/sport_ch4.live/playlist.m3u8
澳门资讯,http://live4.tdm.com.mo/ch5/_difinst_/info_ch5.live/playlist.m3u8
澳门资讯,http://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳门综艺,http://live3.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://live3.tdm.com.mo:1935/ch6/hd_ch6.live/playlist.m3u8
澳门莲花卫视,http://nettvpro.live/hls/lotustv.php
澳门macau,http://124.238.99.44:808/hls/357/index.m3u8

💝4K台,#genre#
纯享4K[3840*2160],http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4K[3840*2160],http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4k[3840*2160],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
苏州4K[3840*2160],http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
爱上4K[3840*2160],http://111.20.33.93/PLTV/88888893/224/3221226352/index.m3u8
VTC13 4K[3840*2160],http://vcdn1.vtc.gov.vn:1935/m_4k/smil:4k.smil/playlist.m3u8
1MV4K[3840*2160],http://136.243.42.146:1499
Clarity4K[3840*2160],https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8
4k️超高清,http://39.135.55.7:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IASHttpSessionId=OTT
4k超高清,https://p.ggiptv.com/v/4k.m3u8
4k超高清,http://39.135.55.105:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1
奥林匹克4k,http://39.135.55.105:6610/PLTV/88888888/224/3221227162/index.m3u8?servicetype=1
纯享4k,http://39.135.55.105:6610/PLTV/88888888/224/3221226825/index.m3u8?servicetype=1
纯享4k,http://39.135.49.209:6610/PLTV/88888888/224/3221226825/1.m3u8?servicetype=1
4k超高清,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
奥林匹克4k,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240389_1/encoder/0/playlist.m3u8?CONTENTID=00000110240389_1
纯享4k,http://39.135.32.10:6610/000000001000/HD-20M-2160P-chunxiang4k/1.m3u8?IASHttpSessionId=OTT
纯享4k,http://39.135.32.6:6610/PLTV/77777777/224/3221225726/index.m3u8?servicetype=1&IASHttpSessionId=OTT
纯享4k,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
爱上4k,http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226352/index.m3u8
爱上4k,http://111.20.106.13:6610/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
爱上4k,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226352/1.m3u8
爱上4k,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226352/1.m3u8
爱上4k,http://39.134.19.135/PLTV/88888888/224/3221226005/1.m3u8
欢笑剧场4k,http://117.148.179.168/PLTV/88888888/224/3221230739/index.m3u8
欢笑剧场4k,http://111.20.33.93/PLTV/88888893/224/3221226582/index.m3u8
欢笑剧场4k,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
欢笑剧场4k,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
C芒果4kTV,http://39.135.55.105:6610/PLTV/88888888/224/3221226887/index.m3u8?servicetype=1
北京4kIPTV,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO3%2B2%2FLci77HWE%2FMDUdCEgEA%3D%3D%3A20211105223205%2C10000100000000050000000003887500%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
影院4k,http://zzy789.xyz/douyu1.php?id=9249162
影院4k,http://epg.112114.xyz/douyu/9249162

💘CCTV蓝光,#genre#
综合,http://39.135.32.24:6610/000000001000/1000000001000021973/1.m3u8?i?zzhongd
综合1台,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv1/1.m3u8?IASHttpSessionId=OTT?zzhongd
财经2台,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv2/1.m3u8?IASHttpSessionId=OTT?zzhongd
综艺3台,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv3/1.m3u8?IASHttpSessionId=OTT?zzhongd
中文国际4台,http://39.135.32.7:6610/000000001000/HD-8000k-1080P-cctv4/1.m3u8?IASHttpSessionId=OTT?zzhongd
体育5台,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv5/1.m3u8?IASHttpSessionId=OTT?zzhongd
体育赛事,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv05plus/1.m3u8?IASHttpSessionId=OTT?zzhongd
电影6台,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv6/1.m3u8?IASHttpSessionId=OTT?zzhongd
国防军事7台,http://39.135.32.7:6610/000000001000/cctv-7/1.m3u8?IASHttpSessionId=OTT?zzhongd
电视剧8台,http://39.135.32.7:6610/000000001000/HD-8000k-1080P-cctv8/1.m3u8?IASHttpSessionId=OTT?zzhongd
纪录9台,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv9/1.m3u8?IASHttpSessionId=OTT?zzhongd
科教10台,http://39.135.32.7:6610/000000001000/cctv-10/1.m3u8?IASHttpSessionId=OTT?zzhongd
戏曲11台,http://39.135.32.7:6610/000000001000/HD-8000k-1080P-cctv11/1.m3u8?IASHttpSessionId=OTT?zzhongd
社会与法12台,http://39.135.32.7:6610/000000001000/cctv-12/1.m3u8?IASHttpSessionId=OTT?zzhongd
新闻13台,http://39.135.32.7:6610/000000001000/HD-8000k-1080P-cctv13/1.m3u8?IASHttpSessionId=OTT?zzhongd
少儿14台,http://39.135.32.7:6610/000000001000/cctv-14/1.m3u8?IASHttpSessionId=OTT?zzhongd
音乐15台,http://39.135.32.7:6610/000000001000/HD-8000k-1080P-cctv15/1.m3u8?IASHttpSessionId=OTT?zzhongd
奥林匹克16台,http://39.135.32.7:6610/000000001000/HD-8000k-1080P-cctv16/1.m3u8?IASHttpSessionId=OTT?zzhongd
农业农村17台,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-cctv17/1.m3u8?IASHttpSessionId=OTT?zzhongd
综合1台,http://39.135.32.24:6610/000000001000/1000000001000021973/1.m3u8?i?zzhongd
财经2台,http://39.135.32.24:6610/000000001000/1000000001000012442/1.m3u8?i?zzhongd
综艺3台,http://39.135.32.24:6610/000000001000/1000000001000011218/index.m3u8?i?zzhongd
中文国际4台,http://39.135.32.24:6610/000000001000/1000000002000031664/1.m3u8?i?zzhongd
体育5台,http://39.135.32.24:6610/000000001000/1000000001000004794/1.m3u8?i?zzhongd
体育赛事,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204503.m3u8?zzhongd
电影6台,http://39.135.32.24:6610/000000001000/1000000001000001737/index.m3u8?i?zzhongd
国防军事7台,http://39.135.32.24:6610/000000001000/1000000001000017218/1.m3u8?xtkg?zzhongd
电视剧8台,http://39.135.32.24:6610/000000001000/1000000001000003736/index.m3u8?i?zzhongd
纪录9台,http://39.135.32.24:6610/000000001000/1000000001000014583/1.m3u8?i?zzhongd
科教10台,http://39.135.32.24:6610/000000001000/1000000001000023734/index.m3u8?i?zzhongd
戏曲11台,http://39.135.32.25:6610/000000001000/1000000002000019789/1.m3u8?i?zzhongd
社会与法12台,http://39.135.32.24:6610/000000001000/1000000001000032494/1.m3u8?i
新闻13台,http://39.135.32.24:6610/000000001000/1000000002000021303/1.m3u8?i?zzhongd
少儿14台,http://39.135.32.24:6610/000000001000/1000000001000008170/1.m3u8?i?zzhongd
音乐15台,http://39.135.32.24:6610/000000001000/1000000002000008163/1.m3u8?i?zzhongd
奥林匹克16台,http://39.135.55.7:6610/PLTV/88888888/224/3221227148/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
农业农村17台,http://39.135.55.7:6610/PLTV/88888888/224/3221226986/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
综合1台,http://39.135.32.6:6610/PLTV/77777777/224/3221225924/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
综合1台,http://39.135.32.6:6610/PLTV/77777777/224/3221225654/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
财经2台,http://39.135.32.6:6610/PLTV/77777777/224/3221225657/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
财经2台,http://39.135.32.6:6610/PLTV/77777777/224/3221225676/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
综艺3台,http://39.135.32.6:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
综艺3台,http://39.135.32.6:6610/PLTV/77777777/224/3221225677/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
中文国际4台,http://39.135.32.6:6610/PLTV/77777777/224/3221225761/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
中文国际4台,http://39.135.32.6:6610/PLTV/77777777/224/3221225775/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
中文国际4台,http://39.135.32.6:6610/PLTV/77777777/224/3221225753/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
体育5台,http://39.135.32.6:6610/PLTV/77777777/224/3221225516/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
体育5台,http://39.135.32.6:6610/PLTV/77777777/224/3221225660/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
体育赛事,http://39.135.32.6:6610/PLTV/77777777/224/3221225712/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
电影6台,http://39.135.32.6:6610/PLTV/77777777/224/3221225715/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
